"id","geom","name","population","region"
1001,"0101000020E6100000EA95B20C71AC004086C954C1A85C4840","Magny-les-Hameaux","9337","Île-de-France"
1002,"0101000020E6100000645DDC4603F81D4068226C787A454840","Molsheim","9334","Grand Est"
1003,"0101000020E61000001D386744696F054098DD938785424940","Beuvry","9331","Hauts-de-France"
1004,"0101000020E61000005F29CB10C7BAF33F86C954C1A8CC4540","Léguevin","9328","Occitanie"
1005,"0101000020E6100000000000000000F53F9D11A5BDC1BF4540","Seysses","9322","Occitanie"
1006,"0101000020E6100000C139234A7B830F4050FC1873D7D24540","Le Crès","9316","Occitanie"
1007,"0101000020E610000089D2DEE00BD31840A1F831E6AE554840","Jarville-la-Malgrange","9312","Grand Est"
1008,"0101000020E61000001C7C613255B00340C139234A7B5B4840","Crosne","9285","Île-de-France"
1009,"0101000020E6100000ABCFD556EC2FFD3F4B598638D6F54740","Ingré","9284","Centre-Val de Loire"
1010,"0101000020E61000004ED1915CFE431A4014AE47E17ABC4540","Le Muy","9281","Provence-Alpes-Côte d’Azur"
1011,"0101000020E6100000226C787AA56C144063EE5A423EA84740","Quétigny","9261","Bourgogne-Franche-Comté"
1012,"0101000020E61000009CA223B9FC87D0BF88855AD3BCA34840","Ouistreham","9250","Normandie"
1013,"0101000020E610000095D4096822AC1840545227A089A04840","Hagondange","9243","Grand Est"
1014,"0101000020E6100000B515FBCBEE490640AF25E4839E6D4840","Serris","9236","Île-de-France"
1015,"0101000020E6100000234A7B832F8C1640D95F764F1EA64640","Voreppe","9229","Auvergne-Rhône-Alpes"
1016,"0101000020E61000002041F163CC5D074065AA6054525F4540","Pia","9228","Occitanie"
1017,"0101000020E61000002497FF907EFBFA3F174850FC18E34540","Saint-Sulpice-la-Pointe","9227","Occitanie"
1018,"0101000020E6100000D1915CFE437A1040E09C11A5BD394740","Paray-le-Monial","9209","Bourgogne-Franche-Comté"
1019,"0101000020E610000031992A1895D4F1BFC58F31772D114740","Aytré","9205","Nouvelle-Aquitaine"
1020,"0101000020E6100000AE47E17A14AEDFBFA4703D0AD7BB4740","Saint-Barthélemy-d’Anjou","9203","Pays de la Loire"
1021,"0101000020E6100000A1D634EF3845F4BFB1E1E995B2944740","Vallet","9182","Pays de la Loire"
1022,"0101000020E6100000F54A598638D6CD3F9B559FABADC04840","Gonfreville-l’Orcher","9162","Normandie"
1023,"0101000020E6100000B1BFEC9E3C2CF93FA60A4625755A4940","Le Portel","9157","Hauts-de-France"
1024,"0101000020E6100000E02D90A0F831F53F99BB96900FC24540","Frouzins","9157","Occitanie"
1025,"0101000020E610000005C58F3177AD00C0A54E401361D34740","Redon","9151","Bretagne"
1026,"0101000020E6100000C8073D9B555F1340A52C431CEB624640","Livron-sur-Drôme","9149","Auvergne-Rhône-Alpes"
1027,"0101000020E61000006744696FF04510C0C58F31772D414840","Landivisiau","9142","Bretagne"
1028,"0101000020E6100000AA8251499DC01640C58F31772DE14640","Belley","9122","Auvergne-Rhône-Alpes"
1029,"0101000020E6100000D0D556EC2FBBD33F27A089B0E1314640","Tonneins","9107","Nouvelle-Aquitaine"
1030,"0101000020E6100000158C4AEA047417406F8104C58F314740","Saint-Claude","9103","Bourgogne-Franche-Comté"
1031,"0101000020E6100000302AA913D0C40740F7E461A1D64C4540","Elne","9103","Occitanie"
1032,"0101000020E61000005C8FC2F5285C1A4088635DDC46334740","Évian-les-Bains","9100","Auvergne-Rhône-Alpes"
1033,"0101000020E6100000174850FC1873F7BF166A4DF38E9B4740","Basse-Goulaine","9093","Pays de la Loire"
1034,"0101000020E6100000C0EC9E3C2C5403402B1895D409984840","Gouvieux","9023","Hauts-de-France"
1035,"0101000020E6100000DAACFA5C6D4504403D2CD49AE6554840","Quincy-sous-Sénart","9018","Île-de-France"
1036,"0101000020E6100000A857CA32C4711940F38E537424BF4540","Lorgues","9001","Provence-Alpes-Côte d’Azur"
1037,"0101000020E6100000ED9E3C2CD49A0F40B81E85EB51C84540","Pérols","9000","Occitanie"
1038,"0101000020E6100000D1915CFE43FA1340BBB88D06F0F64540","Le Thor","8996","Provence-Alpes-Côte d’Azur"
1039,"0101000020E61000003D0AD7A3703DFABF14AE47E17A844740","Saint-Philbert-de-Grand-Lieu","8991","Pays de la Loire"
1040,"0101000020E61000000612143FC61C1140ABCFD556ECC74640","Veauche","8976","Auvergne-Rhône-Alpes"
1041,"0101000020E610000085EB51B81E0519404A7B832F4C164740","Vétraz-Monthoux","8969","Auvergne-Rhône-Alpes"
1042,"0101000020E61000005C8FC2F5285CE3BF7DAEB6627F794640","Parempuyre","8963","Nouvelle-Aquitaine"
1043,"0101000020E61000004CA60A4625750B408E06F01648D04540","Clermont-l’Hérault","8962","Occitanie"
1044,"0101000020E6100000D044D8F0F44AF13FAD69DE718ACE4540","L’Isle-Jourdain","8961","Occitanie"
1045,"0101000020E610000075029A081B1E1740DA1B7C6132C54840","Mont-Saint-Martin","8953","Grand Est"
1046,"0101000020E61000006C787AA52C831440A4703D0AD7CB4540","Lançon-Provence","8947","Provence-Alpes-Côte d’Azur"
1047,"0101000020E6100000BDE3141DC9E505C065AA605452CF4740","Séné","8946","Bretagne"
1048,"0101000020E6100000ACADD85F764FF73F2063EE5A42D64540","Launaguet","8942","Occitanie"
1049,"0101000020E610000032E6AE25E40302405917B7D100164840","Pithiviers","8935","Centre-Val de Loire"
1050,"0101000020E61000009487855AD3FC184027A089B0E1194740","Ville-la-Grand","8926","Auvergne-Rhône-Alpes"
1051,"0101000020E61000007E8CB96B09F9F7BF63EE5A423EB84740","Nort-sur-Erdre","8925","Pays de la Loire"
1052,"0101000020E61000005F29CB10C7BAFCBF30BB270F0B0D4840","Le Rheu","8914","Bretagne"
1053,"0101000020E6100000D0D556EC2F3B074051DA1B7C61324940","Rouvroy","8912","Hauts-de-France"
1054,"0101000020E6100000DDB5847CD03301407B14AE47E1824840","Pierrelaye","8908","Île-de-France"
1055,"0101000020E6100000984C158C4AEAF6BFB5A679C729D24540","Capbreton","8892","Nouvelle-Aquitaine"
1056,"0101000020E61000006E3480B740820640BC96900F7A6E4840","Magny-le-Hongre","8876","Île-de-France"
1057,"0101000020E6100000B84082E2C7D818409D11A5BDC1574840","Tomblaine","8872","Grand Est"
1058,"0101000020E61000006EA301BC0512FFBFF54A598638AE4740","Savenay","8872","Pays de la Loire"
1059,"0101000020E610000097900F7A366B1640789CA223B9AC4540","Roquevaire","8858","Provence-Alpes-Côte d’Azur"
1060,"0101000020E61000001C7C613255B010403D0AD7A370A54640","Monistrol-sur-Loire","8854","Auvergne-Rhône-Alpes"
1061,"0101000020E6100000A913D044D8F0E43FE4141DC9E5174840","La Ferté-Bernard","8852","Pays de la Loire"
1062,"0101000020E6100000333333333333E13FDFE00B93A9C24840","Lillebonne","8845","Normandie"
1063,"0101000020E61000003255302AA9131440C05B2041F1AB4740","Fontaine-lès-Dijon","8844","Bourgogne-Franche-Comté"
1064,"0101000020E6100000545227A089B0F43F3411363CBDE24540","Grenade","8841","Occitanie"
1065,"0101000020E610000089D2DEE00B13134086C954C1A82C4640","Saint-Paul-Trois-Châteaux","8836","Auvergne-Rhône-Alpes"
1066,"0101000020E61000004FAF946588E3184027C286A7575A4840","Essey-lès-Nancy","8825","Grand Est"
1067,"0101000020E6100000499D8026C2860340A4703D0AD7934840","Lamorlaye","8823","Hauts-de-France"
1068,"0101000020E61000009BE61DA7E8C80C40C4B12E6EA3314940","Onnaing","8813","Hauts-de-France"
1069,"0101000020E61000005B423EE8D9ACFE3FB5A679C729F24740","Saint-Jean-le-Blanc","8810","Centre-Val de Loire"
1070,"0101000020E61000003333333333331A4065AA605452074740","Scionzier","8808","Auvergne-Rhône-Alpes"
1071,"0101000020E6100000A089B0E1E9551040925CFE43FAF54840","Hirson","8800","Hauts-de-France"
1072,"0101000020E6100000265305A392BA12402041F163CC454640","Le Teil","8796","Auvergne-Rhône-Alpes"
1073,"0101000020E6100000CC7F48BF7D1D01401F85EB51B86E4840","Bougival","8795","Île-de-France"
1074,"0101000020E6100000F2B0506B9A77F33F52B81E85EB714640","Sarlat-la-Canéda","8793","Nouvelle-Aquitaine"
1075,"0101000020E6100000645DDC4603F81240A52C431CEBDA4640","Chaponost","8790","Auvergne-Rhône-Alpes"
1076,"0101000020E610000075029A081B1E0840D7A3703D0A474840","Nangis","8775","Île-de-France"
1077,"0101000020E6100000014D840D4FAF0E40E0BE0E9C331A4940","Aulnoye-Aymeries","8767","Hauts-de-France"
1078,"0101000020E610000092CB7F48BFFD06407CF2B0506B624540","Rivesaltes","8756","Occitanie"
1079,"0101000020E6100000D7A3703D0A5710409D11A5BDC1C74540","La Grande-Motte","8755","Occitanie"
1080,"0101000020E61000008126C286A7D7064073D712F2413F4940","Wingles","8754","Hauts-de-France"
1081,"0101000020E610000021B0726891AD1940F2D24D6210204840","Thaon-les-Vosges","8748","Grand Est"
1082,"0101000020E610000065AA605452A7034064CC5D4BC84F4940","Isbergues","8745","Hauts-de-France"
1083,"0101000020E6100000F5DBD7817346E23F029A081B9EBE4840","Notre-Dame-de-Gravenchon","8744","Normandie"
1084,"0101000020E6100000F5DBD78173460440D95F764F1E2E4740","Domérat","8742","Auvergne-Rhône-Alpes"
1085,"0101000020E61000007B14AE47E1DA224090A0F831E6464540","Borgo","8739","Corsica"
1086,"0101000020E610000032772D211FF40940A2B437F8C23C4940","Orchies","8736","Hauts-de-France"
1087,"0101000020E6100000CDCCCCCCCCCC08407CF2B0506BEA4640","Cébazat","8727","Auvergne-Rhône-Alpes"
1088,"0101000020E6100000FB3A70CE88520BC014D044D8F0E44740","Quéven","8725","Bretagne"
1089,"0101000020E6100000AB3E575BB1BF1940454772F90F194840","Golbey","8714","Grand Est"
1090,"0101000020E61000000AD7A3703D4A134003780B2428D64640","Irigny","8695","Auvergne-Rhône-Alpes"
1091,"0101000020E6100000D50968226C78F8BF97FF907EFB924740","Les Sorinières","8694","Pays de la Loire"
1092,"0101000020E610000088855AD3BCE3F63F840D4FAF94D54540","Aucamville","8691","Occitanie"
1093,"0101000020E6100000C1A8A44E4013E9BF1DC9E53FA4674640","Saint-Jean-d’Illac","8678","Nouvelle-Aquitaine"
1094,"0101000020E61000006C787AA52C0313402CD49AE61DE74640","Dardilly","8675","Auvergne-Rhône-Alpes"
1095,"0101000020E610000085EB51B81E8501400BB5A679C7814840","Beauchamp","8675","Île-de-France"
1096,"0101000020E61000002497FF907E7B00C068226C787A654740","Saint-Jean-de-Monts","8668","Pays de la Loire"
1097,"0101000020E6100000F31FD26F5FC71440029A081B9EC64540","La Fare-les-Oliviers","8666","Provence-Alpes-Côte d’Azur"
1098,"0101000020E610000062A1D634EF380140A4703D0AD76B4840","Vaucresson","8660","Île-de-France"
1099,"0101000020E6100000713D0AD7A370F03F36AB3E575BB14840","Le Petit-Couronne","8655","Normandie"
1100,"0101000020E610000044FAEDEBC0791B40832F4CA60AF64640","Chamonix-Mont-Blanc","8648","Auvergne-Rhône-Alpes"
1101,"0101000020E6100000F38E53742497DFBF03780B24286E4640","Artigues-près-Bordeaux","8648","Nouvelle-Aquitaine"
1102,"0101000020E6100000B81E85EB51B8FCBFA4703D0AD7FB4740","Guichen","8646","Bretagne"
1103,"0101000020E61000007958A835CD3B0B4090A0F831E60E4740","Bellerive-sur-Allier","8638","Auvergne-Rhône-Alpes"
1104,"0101000020E61000006519E2581737004051DA1B7C61F24740","Chécy","8636","Centre-Val de Loire"
1105,"0101000020E61000004FAF946588E30840C139234A7B4B4940","Lesquin","8635","Hauts-de-France"
1106,"0101000020E610000011C7BAB88DC61140AE47E17A14EE4540","Marguerittes","8635","Occitanie"
1107,"0101000020E610000082E2C798BB161440A1D634EF385D4640","Crest","8629","Auvergne-Rhône-Alpes"
1108,"0101000020E6100000295C8FC2F5280740D95F764F1E564940","La Chapelle d’Armentières","8627","Hauts-de-France"
1109,"0101000020E6100000B22E6EA3017C1140B5A679C729524740","Saint-Vallier","8616","Bourgogne-Franche-Comté"
1110,"0101000020E61000004ED1915CFE0315407B14AE47E1C24540","Velaux","8616","Provence-Alpes-Côte d’Azur"
1111,"0101000020E6100000F775E09C1125064074B515FBCB5E4840","Tournan-en-Brie","8613","Île-de-France"
1112,"0101000020E610000027A089B0E1690E40D044D8F0F4D24540","Grabels","8603","Occitanie"
1113,"0101000020E61000004FAF946588231440917EFB3A70C64540","Saint-Chamas","8593","Provence-Alpes-Côte d’Azur"
1114,"0101000020E6100000C7293A92CB7FC0BFA1D634EF38854640","Coutras","8582","Nouvelle-Aquitaine"
1115,"0101000020E6100000AE47E17A14AE164002BC051214874640","Vif","8580","Auvergne-Rhône-Alpes"
1116,"0101000020E6100000B459F5B9DA8AF1BF166A4DF38E134740","Périgny","8575","Nouvelle-Aquitaine"
1117,"0101000020E61000001DC9E53FA4DF05406688635DDC5E4840","Gretz-Armainvilliers","8566","Île-de-France"
1118,"0101000020E6100000CAC342AD699E1340545227A089F84540","Morières-lès-Avignon","8563","Provence-Alpes-Côte d’Azur"
1119,"0101000020E61000006FF085C954C102404A7B832F4C7E4840","Groslay","8545","Île-de-France"
1120,"0101000020E6100000780B24287E8C094009F9A067B3E24640","Lempdes","8543","Auvergne-Rhône-Alpes"
1121,"0101000020E6100000598638D6C5ED064086C954C1A83C4940","Vendin-le-Vieil","8543","Hauts-de-France"
1122,"0101000020E610000014D044D8F0B413400E4FAF9465004640","Entraigues-sur-la-Sorgue","8534","Provence-Alpes-Côte d’Azur"
1123,"0101000020E61000005AF5B9DA8AFDE7BFD95F764F1E764740","Mauléon","8533","Nouvelle-Aquitaine"
1124,"0101000020E6100000A7E8482EFF21F8BF51DA1B7C61624740","Le Poiré-sur-Vie","8530","Pays de la Loire"
1125,"0101000020E610000054742497FF900640AD69DE718AB64840","Margny-lès-Compiègne","8521","Hauts-de-France"
1126,"0101000020E6100000F5DBD7817346F9BFEA95B20C71144840","Thorigné-Fouillard","8519","Bretagne"
1127,"0101000020E61000003CBD5296218EF43F82734694F6CE4540","Pibrac","8517","Occitanie"
1128,"0101000020E6100000705F07CE19511840A5BDC11726AB4840","Marspich","8497","Grand Est"
1129,"0101000020E6100000E86A2BF697DD17403A92CB7F48C74640","La Ravoire","8494","Auvergne-Rhône-Alpes"
1130,"0101000020E610000044696FF085C9F7BFC217265305C34540","Boucau","8489","Nouvelle-Aquitaine"
1131,"0101000020E6100000A2B437F8C2E40140E3361AC05B804840","Le Plessis-Bouchard","8488","Île-de-France"
1132,"0101000020E61000007FD93D79582806C0C139234A7BC34740","Sarzeau","8487","Bretagne"
1133,"0101000020E61000006A4DF38E53B411C063EE5A423E404840","Plabennec","8465","Bretagne"
1134,"0101000020E6100000EB73B515FB8B1040A2B437F8C2C44540","Le Grau-du-Roi","8457","Occitanie"
1135,"0101000020E610000085EB51B81EC51040545227A089C84540","Aigues-Mortes","8456","Occitanie"
1136,"0101000020E6100000728A8EE4F21FF7BF2041F163CC854840","Coutances","8454","Normandie"
1137,"0101000020E61000001EA7E8482E3F1340F2B0506B9AAF4640","Roussillon","8453","Auvergne-Rhône-Alpes"
1138,"0101000020E610000036AB3E575BB1FABFE09C11A5BDA14740","Sautron","8451","Pays de la Loire"
1139,"0101000020E6100000BA6B09F9A0E705C074B515FBCB3E4840","Trégueux","8447","Bretagne"
1140,"0101000020E6100000C442AD69DE71E03F211FF46C56AD4840","Pont-Audemer","8442","Normandie"
1141,"0101000020E61000000F9C33A2B43713409A99999999B14540","Port-Saint-Louis-du-Rhône","8423","Provence-Alpes-Côte d’Azur"
1142,"0101000020E6100000598638D6C5AD11409A99999999014640","Uzès","8420","Occitanie"
1143,"0101000020E6100000371AC05B20411440F7E461A1D6A44740","Longvic","8416","Bourgogne-Franche-Comté"
1144,"0101000020E610000048E17A14AEC70740933A014D84554940","Pérenchies","8413","Hauts-de-France"
1145,"0101000020E610000096B20C71AC0B1140CF66D5E76AB34640","Unieux","8408","Auvergne-Rhône-Alpes"
1146,"0101000020E6100000AE47E17A14EE154031992A1895CC4540","Venelles","8406","Provence-Alpes-Côte d’Azur"
1147,"0101000020E6100000A54E4013610317405396218E75914540","Bandol","8404","Provence-Alpes-Côte d’Azur"
1148,"0101000020E61000008126C286A757F43FE09C11A5BDC94540","La Salvetat-Saint-Gilles","8397","Occitanie"
1149,"0101000020E61000007A36AB3E575BC93F0D71AC8BDBC04840","Harfleur","8395","Normandie"
1150,"0101000020E61000008126C286A757F2BF933A014D84654640","Lège-Cap-Ferret","8374","Nouvelle-Aquitaine"
1151,"0101000020E6100000840D4FAF94651240AE47E17A145E4640","Privas","8363","Auvergne-Rhône-Alpes"
1152,"0101000020E610000073D712F241CFF0BFABCFD556EC574740","Chantonnay","8354","Pays de la Loire"
1153,"0101000020E6100000744694F6065F0140FF21FDF675484840","Breuillet","8347","Île-de-France"
1154,"0101000020E6100000B1506B9A771C08406744696FF03D4940","Libercourt","8337","Hauts-de-France"
1155,"0101000020E6100000BC96900F7A36F0BFD6C56D3480574640","Audenge","8336","Nouvelle-Aquitaine"
1156,"0101000020E61000005917B7D100DEF13FE0BE0E9C33BA4840","Bihorel","8331","Normandie"
1157,"0101000020E6100000789CA223B9FCF7BFD044D8F0F4FA4740","Janzé","8329","Bretagne"
1158,"0101000020E6100000516B9A779CA208403C4ED1915C5E4940","Linselles","8329","Hauts-de-France"
1159,"0101000020E6100000744694F6065F1840B003E78C28F54640","Meythet","8327","Auvergne-Rhône-Alpes"
1160,"0101000020E610000050FC1873D7120BC07CF2B0506BDA4740","Larmor-Plage","8327","Bretagne"
1161,"0101000020E610000011363CBD5296F5BFBC96900F7A9E4740","Le Loroux-Bottereau","8327","Pays de la Loire"
1162,"0101000020E610000039D6C56D34C011408F53742497B74640","Terrenoire","8317","Auvergne-Rhône-Alpes"
1163,"0101000020E6100000D7A3703D0A1710C0D6C56D3480FF4740","Ergué-Gabéric","8313","Bretagne"
1164,"0101000020E6100000705F07CE19111340B5A679C729FA4540","Les Angles","8311","Occitanie"
1165,"0101000020E61000004DF38E5374E410C0AC8BDB6800EF4740","Pont-l’Abbé","8310","Bretagne"
1166,"0101000020E61000004A7B832F4CA6F03FEC51B81E85A34840","Saint-Pierre-lès-Elbeuf","8305","Normandie"
1167,"0101000020E610000005C58F31772DF03F917EFB3A70A64840","Saint-Aubin-lès-Elbeuf","8277","Normandie"
1168,"0101000020E61000009CA223B9FC87174014AE47E17AA44640","Crolles","8260","Auvergne-Rhône-Alpes"
1169,"0101000020E610000048BF7D1D38E710403B70CE88D2DE4640","Feurs","8252","Auvergne-Rhône-Alpes"
1170,"0101000020E61000006E3480B740821740CEAACFD556944840","Jarny","8245","Grand Est"
1171,"0101000020E6100000C8073D9B555F1940CF66D5E76A934540","Bormes-les-Mimosas","8223","Provence-Alpes-Côte d’Azur"
1172,"0101000020E610000038F8C264AA60F0BF9A779CA223514640","Le Teich","8205","Nouvelle-Aquitaine"
1173,"0101000020E61000001EA7E8482EFF12403D2CD49AE60D4740","Belleville","8198","Auvergne-Rhône-Alpes"
1174,"0101000020E61000009E5E29CB10C70140499D8026C2EE4740","Châteauneuf-sur-Loire","8176","Centre-Val de Loire"
1175,"0101000020E6100000E25817B7D1801B40E0BE0E9C33D24540","Peymeinade","8173","Provence-Alpes-Côte d’Azur"
1176,"0101000020E61000008638D6C56D34E0BF98DD938785724640","Carbon-Blanc","8172","Nouvelle-Aquitaine"
1177,"0101000020E61000002D211FF46CD60140EEEBC03923524840","Marcoussis","8171","Île-de-France"
1178,"0101000020E61000007AC7293A924B0740933A014D84354940","Billy-Montigny","8167","Hauts-de-France"
1179,"0101000020E61000008BFD65F7E4610B4026E4839ECDBA4540","Pézenas","8148","Occitanie"
1180,"0101000020E6100000A301BC051214CF3FE8D9ACFA5C954740","Chinon","8145","Centre-Val de Loire"
1181,"0101000020E610000048E17A14AEC71540D50968226CC84640","La Tour-du-Pin","8137","Auvergne-Rhône-Alpes"
1182,"0101000020E61000005BB1BFEC9EFC1940E5F21FD26FD74740","Lure","8131","Bourgogne-Franche-Comté"
1183,"0101000020E6100000849ECDAACF5501405F07CE1951624840","Jouy-en-Josas","8124","Île-de-France"
1184,"0101000020E6100000C9E53FA4DFBE1840A52C431CEB5A4840","Malzéville","8123","Grand Est"
1185,"0101000020E610000007F01648507C12C001DE02098A374840","Saint-Renan","8122","Bretagne"
1186,"0101000020E6100000AA8251499D401840832F4CA60AF64640","Poisy","8109","Auvergne-Rhône-Alpes"
1187,"0101000020E610000011363CBD5296F63FE5F21FD26F9F4840","Les Andelys","8092","Normandie"
1188,"0101000020E610000048E17A14AE47C9BF50FC1873D7724840","Falaise","8086","Normandie"
1189,"0101000020E61000005BB1BFEC9EBC1A4027C286A757BA4540","Puget-sur-Argens","8064","Provence-Alpes-Côte d’Azur"
1190,"0101000020E6100000A1D634EF3845F5BF711B0DE02DE04540","Soustons","8056","Nouvelle-Aquitaine"
1191,"0101000020E6100000E6AE25E4839EE33F88855AD3BCAB4740","Ballan-Miré","8052","Centre-Val de Loire"
1192,"0101000020E6100000ED9E3C2CD49AF9BFCB10C7BAB8054840","Vern-sur-Seiche","8049","Bretagne"
1193,"0101000020E6100000D8F0F44A5986ECBFB84082E2C7F84640","Tonnay-Charente","8048","Nouvelle-Aquitaine"
1194,"0101000020E610000007CE1951DA9B00C036AB3E575BA94740","Donges","8038","Pays de la Loire"
1195,"0101000020E6100000910F7A36ABBE05406ADE718A8E3C4940","Mazingarbe","8036","Hauts-de-France"
1196,"0101000020E61000002C6519E258170740DFE00B93A9FA4540","Saint-Affrique","8034","Occitanie"
1197,"0101000020E61000003411363CBD1219408C4AEA0434114740","Reignier","8033","Auvergne-Rhône-Alpes"
1198,"0101000020E6100000B1E1E995B20CF8BF03780B2428064840","Châteaugiron","8028","Bretagne"
1199,"0101000020E61000006C787AA52C43FBBF30BB270F0B054840","Chartres-de-Bretagne","8023","Bretagne"
1200,"0101000020E610000014AE47E17A14E43F52B81E85EB614840","L’Aigle","8019","Normandie"
1201,"0101000020E61000000F9C33A2B4B7024064CC5D4BC8774840","L’Île-Saint-Denis","8012","Île-de-France"
1202,"0101000020E61000006C787AA52C4309C0DFE00B93A9EA4740","Languidic","8010","Bretagne"
1203,"0101000020E6100000D881734694F61E40E17A14AE47514840","Souffelweyersheim","8005","Grand Est"
1204,"0101000020E61000005D6DC5FEB2BB1B40F8C264AA60CC4540","Pégomas","7992","Provence-Alpes-Côte d’Azur"
1205,"0101000020E61000008CB96B09F9A017401DC9E53FA45F4740","Champagnole","7989","Bourgogne-Franche-Comté"
1206,"0101000020E61000002497FF907E3B12C0BC96900F7A364840","Guilers","7987","Bretagne"
1207,"0101000020E610000065AA6054522702406ADE718A8E544840","La Ville-du-Bois","7970","Île-de-France"
1208,"0101000020E610000009F9A067B36A1540B84082E2C7C84540","Éguilles","7957","Provence-Alpes-Côte d’Azur"
1209,"0101000020E610000042CF66D5E76A1140158C4AEA04BC4640","Villars","7952","Auvergne-Rhône-Alpes"
1210,"0101000020E6100000A1D634EF3845F23F31992A1895B44840","Le Mesnil-Esnard","7927","Normandie"
1211,"0101000020E6100000C139234A7B8301C0C66D3480B7A84740","Trignac","7926","Pays de la Loire"
1212,"0101000020E61000008FE4F21FD2AF164065AA6054528F4640","Claix","7921","Auvergne-Rhône-Alpes"
1213,"0101000020E6100000F775E09C11250840933A014D84354940","Courcelles-les-Lens","7918","Hauts-de-France"
1214,"0101000020E61000002F6EA301BC05FBBF51DA1B7C61924740","Bouaye","7914","Pays de la Loire"
1215,"0101000020E610000027A089B0E1E9024064CC5D4BC87F4940","Cappelle-la-Grande","7909","Hauts-de-France"
1216,"0101000020E61000003A92CB7F48DF2240F38E5374244F4540","Biguglia","7902","Corsica"
1217,"0101000020E610000088635DDC46431B40FBCBEEC9C3924840","Merlebach","7892","Grand Est"
1218,"0101000020E61000004CA60A46257511404182E2C798B34640","La Ricamarie","7889","Auvergne-Rhône-Alpes"
1219,"0101000020E6100000B537F8C2646A1C40B9FC87F4DBD74540","La Colle-sur-Loup","7887","Provence-Alpes-Côte d’Azur"
1220,"0101000020E6100000C1A8A44E4013064097FF907EFB224940","Achicourt","7878","Hauts-de-France"
1221,"0101000020E6100000280F0BB5A6F904401B0DE02D90484840","Vert-Saint-Denis","7874","Île-de-France"
1222,"0101000020E6100000228E75711BCD1140917EFB3A70BE4640","Sorbiers","7856","Auvergne-Rhône-Alpes"
1223,"0101000020E61000006FF085C954C1B83F48BF7D1D389F4540","Aureilhan","7849","Occitanie"
1224,"0101000020E61000009E5E29CB10C714404F401361C3F34640","Meximieux","7848","Auvergne-Rhône-Alpes"
1225,"0101000020E6100000F6285C8FC2F5F53F5F07CE1951CA4740","Vineuil","7845","Centre-Val de Loire"
1226,"0101000020E610000036CD3B4ED191E43F091B9E5E29A34740","Monts","7835","Centre-Val de Loire"
1227,"0101000020E610000017B7D100DE020640BC96900F7A3E4540","Céret","7821","Occitanie"
1228,"0101000020E6100000C1A8A44E4093004027C286A7575A4840","Saint-Rémy-lès-Chevreuse","7810","Île-de-France"
1229,"0101000020E6100000F90FE9B7AF831B40B7627FD93D094840","Gérardmer","7802","Grand Est"
1230,"0101000020E610000020D26F5F07CE0840E8D9ACFA5CDD4640","Romagnat","7793","Auvergne-Rhône-Alpes"
1231,"0101000020E6100000228E75711B0D0640D42B6519E2504540","Thuir","7792","Occitanie"
1232,"0101000020E6100000F31FD26F5F471540CF66D5E76A934640","Saint-Marcellin","7791","Auvergne-Rhône-Alpes"
1233,"0101000020E610000062A1D634EF380C40AF25E4839EAD4540","Marseillan","7784","Occitanie"
1234,"0101000020E6100000645DDC4603B81640EB73B515FB934640","Seyssins","7783","Auvergne-Rhône-Alpes"
1235,"0101000020E6100000C8073D9B559FF33FBBB88D06F0E64640","Isle","7779","Nouvelle-Aquitaine"
1236,"0101000020E61000002AA913D044D80F40A1F831E6AE3D4740","Digoin","7777","Bourgogne-Franche-Comté"
1237,"0101000020E61000003D0AD7A370BD05C08FC2F5285C3F4840","Langueux","7776","Bretagne"
1238,"0101000020E6100000832F4CA60A460740D50968226C584940","Houplines","7770","Hauts-de-France"
1239,"0101000020E6100000C58F31772D21F8BF7A36AB3E571B4840","Liffré","7768","Bretagne"
1240,"0101000020E6100000C3F5285C8F420440D50968226C584840","Boussy-Saint-Antoine","7767","Île-de-France"
1241,"0101000020E61000009A9999999999B93FF6285C8FC2CD4640","La Couronne","7759","Nouvelle-Aquitaine"
1242,"0101000020E6100000787AA52C431CFFBFE17A14AE47594740","Saint-Gilles-Croix-de-Vie","7759","Pays de la Loire"
1243,"0101000020E61000009B559FABAD5806403A92CB7F48574540","Le Soler","7753","Occitanie"
1244,"0101000020E61000006ADE718A8EE4F9BF7958A835CD3B4740","Talmont-Saint-Hilaire","7748","Pays de la Loire"
1245,"0101000020E61000008AB0E1E995B218404A7B832F4C9E4840","Talange","7731","Grand Est"
1246,"0101000020E6100000728A8EE4F29F03C086C954C1A8D44740","Questembert","7723","Bretagne"
1247,"0101000020E610000017B7D100DE8207405396218E75494940","Wavrin","7723","Hauts-de-France"
1248,"0101000020E610000042CF66D5E76A1C4073D712F241E74740","Thann","7721","Grand Est"
1249,"0101000020E610000090A0F831E6EE1540AE47E17A14A64640","Tullins","7719","Auvergne-Rhône-Alpes"
1250,"0101000020E6100000228E75711B0D10405BB1BFEC9ED44540","Baillargues","7708","Occitanie"
1251,"0101000020E6100000BE30992A185515406666666666EE4740","Langres","7699","Grand Est"
1252,"0101000020E61000005C8FC2F5285C1A40B5A679C729024840","Remiremont","7691","Grand Est"
1253,"0101000020E61000000612143FC69C1840C05B2041F1B34840","Hettange-Grande","7689","Grand Est"
1254,"0101000020E61000002497FF907EFB044048E17A14AE674840","Émerainville","7689","Île-de-France"
